row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p05,10269,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p1,21092,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p15,32525,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p03,11277,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p06,23226,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p09,35918,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_ge_init_plus_0p25,1715,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_ge_init_plus_0p5,2746,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_le_init_minus_0p5,712,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_le_init_minus_1,1172,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_abs_ge_1p5,10479,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_abs_ge_1p7,26445,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_abs_ge_1p85,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_abs_le_m0p38,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_abs_le_m0p34,74909,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_abs_le_m0p3,34448,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,d_sqrt_ge_0p05,10259,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,d_sqrt_ge_0p1,21076,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,d_sqrt_ge_0p15,32497,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,ou_ge_0p03,11267,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,ou_ge_0p06,23207,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,ou_ge_0p09,35887,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_ge_init_plus_0p25,1757,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_ge_init_plus_0p5,2780,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin_le_init_minus_0p5,713,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin_le_init_minus_1,1240,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_abs_ge_1p5,9943,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_abs_ge_1p7,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_abs_ge_1p85,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin_abs_le_m0p38,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin_abs_le_m0p34,85075,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin_abs_le_m0p3,43202,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,d_sqrt_ge_0p05,10266,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,d_sqrt_ge_0p1,21100,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,d_sqrt_ge_0p15,32539,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,ou_ge_0p03,11275,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,ou_ge_0p06,23235,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,ou_ge_0p09,35933,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_ge_init_plus_0p25,1801,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_ge_init_plus_0p5,2909,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin_le_init_minus_0p5,763,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin_le_init_minus_1,1298,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_abs_ge_1p5,9903,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_abs_ge_1p7,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_abs_ge_1p85,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin_abs_le_m0p38,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin_abs_le_m0p34,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin_abs_le_m0p3,53284,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,d_sqrt_ge_0p05,10271,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,d_sqrt_ge_0p1,21091,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,d_sqrt_ge_0p15,32513,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,ou_ge_0p03,11279,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,ou_ge_0p06,23223,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,ou_ge_0p09,35905,,,,
