row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_nll_ge_1p7,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_nll_ge_1p7,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p2,21090,21090,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p2,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p2,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p2,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p3,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p3,21090,21090,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p3,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p3,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p3,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p38,,,,1.0,1.0,21088.25,10.404326023342406,30165.25,9399.429499531696,9077.0,9391.965076596058,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p38,21090,28141,7051,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p38,21074,24777,3703,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p38,21099,43982,22883,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p38,21090,23761,2671,,,,,,,,,,,
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.063303919875977
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.063303919875977
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.063303919875977
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.063303919875977
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.066623113476677
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.51179113226762
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.0871974402738829
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.0871974402738829
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.0871974402738829
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.0871974402738829
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.0871974402738829
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.486362210888033
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_nll_ge_1p45,,,,1.0,1.0,10265.75,5.439056290693573,10265.75,5.439056290693573,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_nll_ge_1p45,10269,10269,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_nll_ge_1p45,10258,10258,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_nll_ge_1p45,10266,10266,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_nll_ge_1p45,10270,10270,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_nll_ge_1p55,,,,1.0,1.0,10265.75,5.439056290693573,10265.75,5.439056290693573,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_nll_ge_1p55,10269,10269,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_nll_ge_1p55,10258,10258,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_nll_ge_1p55,10266,10266,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_nll_ge_1p55,10270,10270,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_nll_ge_1p7,,,,1.0,1.0,10265.75,5.439056290693573,12750.75,335.703614318742,2485.0,332.3181206815742,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_nll_ge_1p7,10269,13218,2949,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_nll_ge_1p7,10258,12507,2249,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_nll_ge_1p7,10266,12506,2240,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_nll_ge_1p7,10270,12772,2502,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_f_margin_le_m0p2,,,,1.0,1.0,10265.75,5.439056290693573,11217.5,254.88363357945653,951.75,254.69377037270988,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_f_margin_le_m0p2,10269,10880,611,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_f_margin_le_m0p2,10258,11161,903,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_f_margin_le_m0p2,10266,11424,1158,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_f_margin_le_m0p2,10270,11405,1135,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_f_margin_le_m0p3,,,,1.0,1.0,10265.75,5.439056290693573,20641.0,3853.787833634159,10375.25,3850.9194897669136,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_f_margin_le_m0p3,10269,23315,13046,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_f_margin_le_m0p3,10258,16387,6129,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_f_margin_le_m0p3,10266,24436,14170,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_f_margin_le_m0p3,10270,18426,8156,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p05_f_margin_le_m0p38,,,,0.25,1.0,10265.75,5.439056290693573,83629.0,0.0,73360.0,0.0,4,1,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p05_f_margin_le_m0p38,10269,83629,73360,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p05_f_margin_le_m0p38,10258,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p05_f_margin_le_m0p38,10266,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p05_f_margin_le_m0p38,10270,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,21088.5,10.472185381603339,21088.5,10.472185381603339,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_nll_ge_1p45,21091,21091,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_nll_ge_1p45,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_nll_ge_1p45,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_nll_ge_1p45,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_nll_ge_1p55,,,,1.0,1.0,21088.5,10.472185381603339,21088.5,10.472185381603339,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_nll_ge_1p55,21091,21091,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_nll_ge_1p55,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_nll_ge_1p55,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_nll_ge_1p55,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_nll_ge_1p7,,,,1.0,1.0,21088.5,10.472185381603339,21088.5,10.472185381603339,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_nll_ge_1p7,21091,21091,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_nll_ge_1p7,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_nll_ge_1p7,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_nll_ge_1p7,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,21088.5,10.472185381603339,21088.5,10.472185381603339,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_f_margin_le_m0p2,21091,21091,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_f_margin_le_m0p2,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_f_margin_le_m0p2,21099,21099,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_f_margin_le_m0p2,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_f_margin_le_m0p3,,,,1.0,1.0,21088.5,10.472185381603339,22478.75,1676.5133213507927,1390.25,1668.3889184879326,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_f_margin_le_m0p3,21091,23315,2224,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_f_margin_le_m0p3,21074,21074,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_f_margin_le_m0p3,21099,24436,3337,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_f_margin_le_m0p3,21090,21090,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,geom_d0p1_f_margin_le_m0p38,,,,0.25,1.0,21088.5,10.472185381603339,83629.0,0.0,62538.0,0.0,4,1,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,geom_d0p1_f_margin_le_m0p38,21091,83629,62538,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,geom_d0p1_f_margin_le_m0p38,21074,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,geom_d0p1_f_margin_le_m0p38,21099,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,geom_d0p1_f_margin_le_m0p38,21090,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.1985649971424108
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.1985649971424108
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.2120191962211957
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.206766617974039
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.3442248470033447
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,1,,
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.254643715982114
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.254643715982114
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.254643715982114
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.254643715982114
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.3141600042389048
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,1,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_nll_ge_1p45,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_nll_ge_1p45,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_nll_ge_1p45,9384,9384,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_nll_ge_1p45,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_nll_ge_1p45,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_nll_ge_1p55,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_nll_ge_1p55,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_nll_ge_1p55,9384,9384,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_nll_ge_1p55,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_nll_ge_1p55,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_nll_ge_1p7,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_nll_ge_1p7,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_nll_ge_1p7,9384,9384,0,,,,,,,,,,,
