row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,d_sqrt_ge_0p05,10269,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,d_sqrt_ge_0p1,21090,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,d_sqrt_ge_0p15,32521,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,ou_ge_0p03,11277,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,ou_ge_0p06,23224,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,ou_ge_0p09,35914,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,nll_ge_init_plus_0p25,1712,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,nll_ge_init_plus_0p5,2773,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,f_margin_le_init_minus_0p5,1562,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,f_margin_le_init_minus_1,2789,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,nll_abs_ge_1p45,4387,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,nll_abs_ge_1p55,5707,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,nll_abs_ge_1p7,8206,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,f_margin_abs_le_m0p2,6179,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,f_margin_abs_le_m0p3,10058,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,f_margin_abs_le_m0p38,28140,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,d_sqrt_ge_0p05,10259,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,d_sqrt_ge_0p1,21074,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,d_sqrt_ge_0p15,32493,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,ou_ge_0p03,11266,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,ou_ge_0p06,23205,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,ou_ge_0p09,35883,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,nll_ge_init_plus_0p25,1813,,,,
