group_label,n_chains,probe,rhat,ess_mean,ess_min,n_samples,ess_rate_1e6,sample_half1_mean,sample_half2_mean,sample_delta_2nd_minus_1st
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_nll,1.0011918798053752,6.220984880193084,5.909637542298953,5000.0,31.10492440096542,611.4266841140746,752.273741833496,140.8470577194214
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_margin,1.0006925628147387,7.210514906825521,6.928659990563991,5000.0,36.05257453412761,0.2839806347629521,-0.18104796236529946,-0.46502859712825156
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_dist,0.9999051101912614,3.531914785465183,3.5299454755519117,5000.0,17.659573927325916,1312.623562602083,7574.4337251708985,6261.810162568816
