group_label,late_frac,probe,rhat_late,drift_z_mean,drift_z_max,ess_bulk,ess_tail,T_analysis_phys,grad_evals_span,ess_per_phys,ess_per_1e6_grad,step_first_late,step_last
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_nll,2.1095942608706464,2.410524884986185,3.4105120367160593,5.008168849707309,15.506203036806081,0.2499,99960.0,20.040691675499435,50.10172918874859,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_margin,1.1539027818671694,1.6993059306049954,2.608063840653345,9.748670556706486,29.753767634957107,0.2499,99960.0,39.01028634136249,97.52571585340623,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_dist,0.9998032687591496,3.1992021397487975,3.200832781835215,6.0884403794701765,62.79373235380635,0.2499,99960.0,24.363506920648966,60.90876730162241,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_sq_over_d,0.9998032687591495,3.1992021397487975,3.200832781835215,6.0884403794701765,62.79373235380635,0.2499,99960.0,24.363506920648966,60.90876730162241,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_over_sqrt_d,0.9998028451913706,3.654450622803571,3.6566004966629633,6.0884403794701765,62.79373235380635,0.2499,99960.0,24.363506920648966,60.90876730162241,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_over_ou_radius,0.9998028451913706,3.654450622803571,3.6566004966629624,6.0884403794701765,62.79373235380635,0.2499,99960.0,24.363506920648966,60.90876730162241,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_proj1,3.8941940634207413,3.509218242317408,4.03230457867028,4.366426325684729,12.052656261226643,0.2499,99960.0,17.47269438049111,43.68173595122778,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_proj2,3.263225433595622,6.685911796348084,8.626880528312505,4.379059357030111,11.389527831815252,0.2499,99960.0,17.523246726811166,43.80811681702792,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_pc1,1.6314818332533194,1.7863608369588149,3.34019452303767,6.085797829526503,11.613324925547424,0.2499,99960.0,24.35293249110245,60.88233122775613,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_pc2,1.4682216955322391,2.013857400719503,2.3498012904704098,5.304957124362959,11.386502496113305,0.2499,99960.0,21.228319825381988,53.070799563454976,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_nll,4.091686076817635,0.40021390950004715,0.5228969570212563,5.351207974998473,25.98669788235623,0.12490000000000001,49960.0,42.843938951148694,107.10984737787174,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_margin,1.9253601772515136,0.9045322264156201,1.6401399307878586,5.868219710093848,18.229361515452307,0.12490000000000001,49960.0,46.98334435623576,117.45836089058942,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_dist,0.9996259173878578,3.357975218475132,3.360048191659115,6.096603530316924,63.10824188061281,0.12490000000000001,49960.0,48.81187774473117,122.02969436182794,75020,100000
