group_label,late_frac,probe,rhat_late,drift_z_mean,drift_z_max,ess_bulk,ess_tail,T_analysis_phys,grad_evals_span,ess_per_phys,ess_per_1e6_grad,step_first_late,step_last
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_nll,4.054178124343136,1.0648081154030182,2.5649940876989414,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_margin,1.557726143539947,1.5746755096710003,1.9957555131657316,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_dist,1.0001281792002652,3.3596191430479627,3.365069768696897,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_sq_over_d,1.0001281792002652,3.3596191430479645,3.365069768696898,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_over_sqrt_d,1.000130956857907,3.5553385371433044,3.5603973536427698,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_over_ou_radius,1.0001309568579069,3.5553385371433017,3.5603973536427747,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_proj1,5.15676986581524,4.491284179124044,4.701686453995728,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_proj2,4.0907110987038955,3.171485341537205,3.36117656969079,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_pc1,1.1398118465903726,3.0171788780724835,5.779989102636263,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_pc2,1.5733142873930435,2.1687823132693054,2.6766428643474427,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_nll,2.9384080823505068,2.8714781066425914,6.234886787767187,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_margin,1.5063445323908167,2.8852365554457804,5.7118437445909365,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_dist,0.999833182648545,3.2031610582006245,3.2126293701892696,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_sq_over_d,0.999833182648545,3.2031610582006245,3.21262937018927,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_over_sqrt_d,0.9998327601450199,3.6591855227563026,3.6699103426166277,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,dist_to_ref_over_ou_radius,0.9998327601450199,3.6591855227563026,3.6699103426166264,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_proj1,4.137776919538326,6.7111023100124205,7.842227167160633,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_proj2,2.2646152623514113,2.7321744389365317,3.0676905684552453,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_pc1,1.2006326928135191,2.8531073000683342,9.284092724673267,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.5,f_pc2,1.6721388937800645,1.2362302054419203,2.7842675611058234,nan,nan,0.2499,99960.0,nan,nan,50020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_nll,4.2083809614649255,1.7753290489614244,3.7104929444658077,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_margin,2.0161674686250546,2.3267357050057678,4.831902305548017,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_dist,0.9997520099623067,3.3583001405372515,3.3630641801677115,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_sq_over_d,0.9997520099623067,3.3583001405372515,3.36306418016771,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_over_sqrt_d,0.9997529814849324,3.554899758062526,3.559299868368954,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,dist_to_ref_over_ou_radius,0.9997529814849324,3.5548997580625232,3.5592998683689476,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_proj1,15.678059260164394,3.9596705862686874,5.604924165855004,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_proj2,3.689626747255035,3.1505666859779637,3.439498360852097,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_pc1,1.5580385800037053,1.9304887241916384,3.889290984304193,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,0.25,f_pc2,2.285573259263917,3.0946566496856884,7.0853738670647965,nan,nan,0.12490000000000001,49960.0,nan,nan,75020,100000
