metric,threshold,tau
e_euc,0.5,0.20959991961057367
e_H,0.5,0.1615666046998172
e_pred,0.5,0.15719993970793025
e_U,0.5,0.07423330486207817
e_euc,0.1,0.8645996683936163
e_H,0.1,0.7335997186370078
e_pred,0.1,0.720499723661347
e_U,0.1,0.2969332194483127
e_euc,0.01,2.0086658962679977
e_H,0.01,1.8121659716330847
e_pred,0.01,1.79033264667365
e_U,0.01,0.7335997186370078
