metric,threshold,tau
e_euc,0.5,0.3842665192860517
e_H,0.5,0.2925665544564257
e_pred,0.5,0.2794665594807649
e_U,0.5,0.13536661474849548
e_euc,0.1,1.5676327320874155
e_H,0.1,1.349299482493068
e_pred,0.1,1.3056328325741984
e_U,0.1,0.5501997889777559
e_euc,0.01,3.602498618306735
e_H,0.01,3.2575320839476656
e_pred,0.01,3.1745654491018134
e_U,0.01,1.349299482493068
