width,step,time,D_euc,e_euc,D_H,e_H,U_gap,e_U,D_pred,e_pred,grad_norm,theta_norm,max_abs_theta,nan_or_inf
256,0,0.0,5.856836683116376,1.0,17.063509848978367,1.0,145.581684183091,1.0,5.237266995734195,1.0,56.78587907608374,0.0,0.0,0.0
256,4,0.004366664991886951,5.644840915931797,0.9638037086136099,16.26026707515213,0.9529262865063878,132.19814267763826,0.9080685075148539,4.988629812757479,0.9525253947947978,53.557956484168095,0.24259336087868333,0.04429152184782299,0.0
256,8,0.008733329983773902,5.445014636416259,0.9296852432496051,15.510230014049634,0.9089706719967855,120.28361754436315,0.8262276825502877,4.756500278519867,0.9082027481879543,50.55958796115486,0.47144712442589337,0.08601074928717503,0.0
256,12,0.013099994975660854,5.256439933280105,0.8974878791537679,14.809284502826765,0.8678920476441975,109.6574537428325,0.7532366063640372,4.53960285352964,0.8667885095847111,47.77287486703409,0.6875097578563212,0.1253300718745784,0.0
256,16,0.017466659967547805,5.078275724025044,0.8670680093683155,14.153649532632123,0.8294688289748041,100.16289754628883,0.6880185382408328,4.336765177690261,0.8280588293899469,45.18136247679475,0.891656593283064,0.16240930154788846,0.0
256,20,0.021833324959434755,4.9097512764962445,0.8382940385976078,13.539850303846942,0.7934973767813429,91.6637731252921,0.629638086958872,4.146909723049182,0.7918079651900277,42.76992118934481,1.0846958183000346,0.1973966418006065,0.0
256,24,0.02619998995132171,4.750160246557358,0.8110453651970085,12.964693456235558,0.7597905454962295,84.04163820707862,0.577281673025458,3.9690461221190536,0.7578468169279665,40.5246378035356,1.2673739607187733,0.23042957927481275,0.0
256,28,0.03056665494320866,4.598855194657673,0.7852114449280936,12.4252442886007,0.7281763481587951,77.19334781570217,0.5302407940178783,3.8022641140080435,0.726001580042611,38.43271597425053,1.440380910656212,0.26163570415971404,0.0
256,32,0.03493331993509561,4.455242546697905,0.7606909305736874,11.918805800469928,0.6984967281619107,71.02896585465771,0.4878976792528931,3.6457270561579738,0.696112506604581,36.482385040719855,1.6043545194752613,0.2911334652456555,0.0
256,36,0.03929998492698256,4.318777966941525,0.737390881905817,11.442899404457973,0.6706064289078889,65.46997339027234,0.4497129824925912,3.4986659544967376,0.6680327654378582,34.66281649163816,1.7598848117032146,0.31903286499222533,0.0
256,40,0.04366664991886951,4.188962112820814,0.7152260408586125,10.99524717238693,0.6443719533496353,60.44773019094134,0.4152152142636238,3.36037396930503,0.6416273930739234,32.96404739786379,1.907517842965789,0.3454360995198151,0.0
256,44,0.048033314910756464,4.06533674339967,0.6941181670847849,10.57375549113625,0.619670606148437,55.90215259316693,0.3839916601243706,3.230201358116982,0.6167723281528348,31.376910203983883,2.047759234151582,0.37043814802304076,0.0
256,48,0.05239997990264342,3.9474811550175426,0.6739954293752168,10.176500015672358,0.596389611852432,51.78057628448977,0.35568056912549423,3.107550820560243,0.5933535225703356,29.892968325292056,2.1810774094397822,0.39412731572848814,0.0
256,52,0.056766644894530364,3.8350089192812526,0.6547918487016228,9.801711816907773,0.5744253030975702,48.03677727085477,0.32996442883873534,2.991873213233542,0.5712661232796518,28.5044570471614,2.3079065634621263,0.4165857341752789,0.0
256,56,0.06113330988641732,3.7275649001166955,0.63644678890607,9.447764631093778,0.5536823733634987,44.63012826227322,0.3065641705734361,2.8826636055581925,0.5504137191986107,27.20422926977417,2.4286493807093517,0.43788982228221657,0.0
256,60,0.06549997487830427,3.6248225280573294,0.6189044913112705,9.113163125486615,0.5340731892877386,41.524871075864496,0.28523417151597646,2.779457650062641,0.5307076481543783,25.985705683032904,2.5436795283154665,0.4581107113772346,0.0
256,64,0.06986663987019122,3.526481311342326,0.6021136497639052,8.796532102165626,0.5155171579598729,38.68948851221529,0.2657579401510248,2.6818282428023292,0.5120663592264256,24.84282899453736,2.6533439415443056,0.4773146371012413,0.0
256,68,0.07423330486207817,3.4322645647319416,0.586027022851124,8.496606568236084,0.4979401449898537,36.09616158769637,0.24794438799251686,2.589382451615104,0.4944148262298221,23.770021868059995,2.7579649196477845,0.49556330085713585,0.0
