metric,threshold,tau
e_euc,0.5,0.056766644894530364
e_H,0.5,0.04366664991886951
e_pred,0.5,0.04366664991886951
e_U,0.5,0.021833324959434755
e_euc,0.1,0.24889990453755623
e_H,0.1,0.20086658962679976
e_pred,0.1,0.20086658962679976
e_U,0.1,0.07859996985396513
e_euc,0.01,0.5851331089128514
e_H,0.01,0.5196331340345471
e_pred,0.01,0.5196331340345471
e_U,0.01,0.20086658962679976
