metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.0472730868284112
e_H,early,0.0,2.0,1.1697510675836893
e_pred,early,0.0,2.0,1.217506826114083
e_U,early,0.0,2.0,2.3395021351673324
e_euc,mid,2.0,10.0,0.7843976713569273
e_H,mid,2.0,10.0,0.7907159208170669
e_pred,mid,2.0,10.0,0.7945212816596678
e_U,mid,2.0,10.0,1.5814318396785827
e_euc,full,0.0,10.0,0.8119234356383789
e_H,full,0.0,10.0,0.8300676964981136
e_pred,full,0.0,10.0,0.8390585466634377
e_U,full,0.0,10.0,1.6601353916983381
e_euc,long,5.0,10.0,0.7721660449647623
e_H,long,5.0,10.0,0.7751091790209571
e_pred,long,5.0,10.0,0.7769743601003497
e_U,long,5.0,10.0,1.5502183536005685
