metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,2.237594150164288
e_H,early,0.0,2.0,2.4116463108488166
e_pred,early,0.0,2.0,2.4357376168263185
e_U,early,0.0,2.0,4.823292621700612
e_euc,mid,2.0,10.0,1.6853450638503127
e_H,mid,2.0,10.0,1.6937361473349521
e_pred,mid,2.0,10.0,1.6955322517447275
e_U,mid,2.0,10.0,42.69014716075372
e_euc,full,0.0,10.0,1.7434495895816355
e_H,full,0.0,10.0,1.7638727593261674
e_pred,full,0.0,10.0,1.7674729094754105
e_U,full,0.0,10.0,29.22770518787291
e_euc,long,5.0,10.0,1.6445668952015653
e_H,long,5.0,10.0,1.6504256134013227
e_pred,long,5.0,10.0,1.6517287496217932
e_U,long,5.0,10.0,97.36085070600333
