metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.2560502271303136
e_H,early,0.0,2.0,1.4282568246050418
e_pred,early,0.0,2.0,1.4780268109196308
e_U,early,0.0,2.0,2.8565136492101715
e_euc,mid,2.0,10.0,0.8978772663907864
e_H,mid,2.0,10.0,0.9050203974808405
e_pred,mid,2.0,10.0,0.9084812765789125
e_U,mid,2.0,10.0,1.8100408210706198
e_euc,full,0.0,10.0,0.9344818765466325
e_H,full,0.0,10.0,0.9561616911630861
e_pred,full,0.0,10.0,0.9644824038569331
e_U,full,0.0,10.0,1.9123233995975413
e_euc,long,5.0,10.0,0.8823506723816515
e_H,long,5.0,10.0,0.8847698436825466
e_pred,long,5.0,10.0,0.8860113680466998
e_U,long,5.0,10.0,1.769539747477098
