metric,threshold,tau
e_euc,0.5,0.6408317666294302
e_H,0.5,0.513543265038653
e_pred,0.5,0.47842919563430064
e_U,0.5,0.24140922715492236
e_euc,0.1,2.795957776321555
e_H,0.1,2.335085615389431
e_pred,0.1,2.133179716314405
e_U,0.1,0.934912097890881
e_euc,0.01,6.360035820863318
e_H,0.01,5.828935521122489
e_pred,0.01,5.54802296588767
e_U,0.01,2.335085615389431
