metric,threshold,tau
e_euc,0.5,0.057060362782072556
e_H,0.5,0.039503328079896385
e_pred,0.5,0.039503328079896385
e_U,0.5,0.01755703470217617
e_euc,0.1,0.25896626185709853
e_H,0.1,0.20629515775057
e_pred,0.1,0.20629515775057
e_U,0.1,0.07900665615979277
e_euc,0.01,0.6101069559006219
e_H,0.01,0.5354895584163732
e_pred,0.01,0.5354895584163732
e_U,0.01,0.20629515775057
