rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-13.85101045469123,13.85101045469123,13.85101045469123,0.17325800760441648
2,-7.567000347869312,7.567000347869312,21.41801080256054,0.2679112755448593
3,-4.8453710510258405,4.8453710510258405,26.26338185358638,0.32852052402900306
4,-4.199449135070792,4.199449135070792,30.462830988657174,0.381050134959448
5,-3.57687015218467,3.57687015218467,34.03970114084184,0.4257920978692606
6,-3.3940497808644294,3.3940497808644294,37.43375092170627,0.4682472172749073
7,-3.3449745253599494,3.3449745253599494,40.77872544706622,0.5100884694815365
8,-3.2050370043993808,3.2050370043993808,43.9837624514656,0.5501792865015027
9,-3.1503935795570643,3.1503935795570643,47.13415603102266,0.5895865858136574
10,-3.1075962356343143,3.1075962356343143,50.241752266656974,0.6284585463818937
11,-3.085554476567111,3.085554476567111,53.327306743224085,0.6670547934003805
12,-3.0604733900753986,3.0604733900753986,56.387780133299486,0.705337308862002
13,-3.0322833005157115,3.0322833005157115,59.4200634338152,0.7432672032085591
14,-2.9965677249267397,2.9965677249267397,62.41663115874194,0.7807503424618881
15,-2.97051232696064,2.97051232696064,65.38714348570258,0.8179075627973363
16,-2.963740235671871,2.963740235671871,68.35088372137446,0.8549800731365107
17,-2.924911357578079,2.924911357578079,71.27579507895254,0.8915668850439316
18,-2.908470237077575,2.908470237077575,74.18426531603012,0.9279480400579424
19,-2.8957182263186634,2.8957182263186634,77.07998354234878,0.964169684111777
20,-2.864433724158888,2.864433724158888,79.94441726650767,1.0
