rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-3.973998509858014,3.973998509858014,3.973998509858014,0.09349510072643963
2,-2.743459564587481,2.743459564587481,6.717458074445495,0.1580396715645362
3,-2.191890530992731,2.191890530992731,8.909348605438225,0.20960763905826746
4,-2.1745650726987966,2.1745650726987966,11.083913678137023,0.26076799556163105
5,-2.1344265637783666,2.1344265637783666,13.218340241915389,0.3109840251043237
6,-2.0403987217681157,2.0403987217681157,15.258738963683504,0.3589878891069362
7,-2.034412382646377,2.034412382646377,17.293151346329882,0.40685091425976516
8,-2.021258799164342,2.021258799164342,19.314410145494225,0.4544044789008412
9,-2.0057394620329094,2.0057394620329094,21.320149607527135,0.5015929246359307
10,-1.9933109183691156,1.9933109183691156,23.31346052589625,0.5484889676590297
11,-1.963575639573654,1.963575639573654,25.277036165469905,0.5946854374741332
12,-1.9508084052667813,1.9508084052667813,27.227844570736686,0.6405815363015379
13,-1.933886914444584,1.933886914444584,29.16173148518127,0.6860795281631403
14,-1.9329715427371237,1.9329715427371237,31.094703027918396,0.7315559843422862
15,-1.9165836773350744,1.9165836773350744,33.01128670525347,0.7766468880048281
16,-1.9068537398380907,1.9068537398380907,34.91814044509156,0.8215088782734454
17,-1.9020016196781044,1.9020016196781044,36.82014206476966,0.8662567141300848
18,-1.899238469492363,1.899238469492363,38.71938053426202,0.9109395421604006
19,-1.8952055080081924,1.8952055080081924,40.61458604227021,0.9555274878853375
20,-1.8902990156716626,1.8902990156716626,42.50488505794188,1.0000000000000002
