rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-2.6537629377148626,2.6537629377148626,2.6537629377148626,0.0012708813438639015
2,-1.4098919520853554,1.4098919520853554,4.063654889800218,0.0019460755570712225
3,-1.3589274423964322,1.3589274423964322,5.42258233219665,0.0025968629765735275
4,-1.3276022726693124,1.3276022726693124,6.750184604865963,0.003232648839895443
5,-1.1839332236726547,1.1839332236726547,7.934117828538618,0.003799631905700808
6,-1.1721180826768554,1.1721180826768554,9.106235911215473,0.004360956725981193
7,-1.1302284842314148,1.1302284842314148,10.236464395446887,0.0049022207079667665
8,-1.1060675227302608,1.1060675227302608,11.342531918177148,0.005431914057630498
9,-1.0994781337383697,1.0994781337383697,12.442010051915517,0.005958451763126379
10,-1.0975061589461432,1.0975061589461432,13.53951621086166,0.006484045094149924
11,-1.0924440105972895,1.0924440105972895,14.631960221458948,0.007007214173253676
12,-1.085870241965948,1.085870241965948,15.717830463424896,0.0075272350887465355
13,-1.079127306005318,1.079127306005318,16.796957769430215,0.008044026826759582
14,-1.0603217120775916,1.0603217120775916,17.857279481507806,0.008551812606424439
15,-1.050571223952887,1.050571223952887,18.907850705460692,0.009054928898368616
16,-1.0458366212713792,1.0458366212713792,19.953687326732073,0.009555777799306227
17,-1.0436925618196708,1.0436925618196708,20.997379888551745,0.010055599914799445
18,-1.0385727397226179,1.0385727397226179,22.035952628274362,0.010552970158539322
19,-1.034350988616256,1.034350988616256,23.07030361689062,0.011048318614785202
20,-1.0271608030473605,1.0271608030473605,24.097464419937978,0.011540223706679061
