rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-0.8435681368731307,0.8435681368731307,0.8435681368731307,0.0067466258540497814
2,-0.69359368576461,0.69359368576461,1.5371618226377408,0.012293797313050685
3,-0.6366969524445629,0.6366969524445629,2.1738587750823037,0.017385924353884172
4,-0.613227731110752,0.613227731110752,2.787086506193056,0.022290351019959527
5,-0.5910860084912852,0.5910860084912852,3.378172514684341,0.0270176942807377
6,-0.5849245765169785,0.5849245765169785,3.9630970912013197,0.03169576010388065
7,-0.5678607410755063,0.5678607410755063,4.530957832276826,0.03623735406621409
8,-0.5568150901283913,0.5568150901283913,5.087772922405217,0.04069060795144262
9,-0.5481521004854011,0.5481521004854011,5.635925022890619,0.04507457762909617
10,-0.5262901368631194,0.5262901368631194,6.162215159753738,0.049283701336937366
11,-0.5192826899355278,0.5192826899355278,6.681497849689266,0.05343678141232486
12,-0.5130185540111669,0.5130185540111669,7.194516403700433,0.05753976265214321
13,-0.5123048362764141,0.5123048362764141,7.706821239976847,0.06163703577389581
14,-0.5056731126400956,0.5056731126400956,8.212494352616943,0.06568127019469944
15,-0.5035146303981027,0.5035146303981027,8.716008983015046,0.06970824166843002
16,-0.4975796580537696,0.4975796580537696,9.213588641068815,0.07368774686633639
17,-0.48708534584699287,0.48708534584699287,9.700673986915808,0.07758332144268425
18,-0.48522299824433673,0.48522299824433673,10.185896985160145,0.08146400147532415
19,-0.48429745521731715,0.48429745521731715,10.670194440377463,0.0853372792694937
20,-0.47911237129977685,0.47911237129977685,11.14930681167724,0.08916908818914746
