width,m,seed,checkpoint,step,p,train_loss,train_acc,curv_loss,curv_acc,gamma_emp,sqrt_m_gamma_emp,T_neg_top20,T_neg_SLQ,T_neg_used,r_eff_top20,r_eff_neg,r_eff_over_p,r_eff_top20_over_p,r_eff_over_sqrt_m,E_iso,E_aniso,E_aniso_over_E_iso,E_aniso_top20_over_E_iso,k50,k80,k90,local_gamma_max,local_gamma_mean,local_gamma_std
1,64,2,matched,792,76490,0.4938158392906189,90.0390625,0.49808046221733093,90.625,6.937818676490031,55.50254941192025,74.18472320874444,738.2590160625958,738.2590160625958,10.692802257881413,106.41082600851345,0.0013911730423390436,0.0001397934665692432,13.301353251064182,530673.7505647225,738.2590160625958,0.0013911730423390438,0.0001397934665692432,9,15,18,nan,nan,nan
1,64,2,final,2000,76490,0.01789569854736328,100.0,0.01855143904685974,100.0,7.052311172307113,56.418489378456904,15.2317188042837,47.74678929749862,47.74678929749862,2.1598194453040214,6.770374722685216,8.851320071493289e-05,2.823662498763265e-05,0.846296840335652,539431.2815697711,47.74678929749862,8.851320071493287e-05,2.8236624987632643e-05,2,11,15,nan,nan,nan
2,128,2,matched,756,300426,0.44131916761398315,90.4296875,0.45445358753204346,92.1875,3.522368518040876,39.85105063911542,46.37587322543365,609.9872187231201,609.9872187231201,13.166104849025757,173.17529826844807,0.0005764324601347689,4.3824784968763546e-05,15.306678467452826,1058211.0844009484,609.9872187231201,0.0005764324601347688,4.3824784968763546e-05,9,16,18,nan,nan,nan
2,128,2,final,2000,300426,0.07090039551258087,100.0,0.07294411957263947,100.0,0.8435681368731307,9.543883999614279,11.149306811677238,125.03555927393899,125.03555927393899,13.216842036026367,148.22224051445394,0.0004933735446148267,4.399366910995176e-05,13.101118923804224,253429.80108824716,125.03555927393899,0.0004933735446148268,4.399366910995176e-05,9,16,18,nan,nan,nan
4,256,2,matched,646,1190666,0.46800899505615234,90.0390625,0.47219371795654297,92.1875,2.7211206608337735,43.537930573340375,46.21590900633963,4380.247306205126,4380.247306205126,16.98414541903434,1609.721821325991,0.0013519507748822853,1.4264407834803666e-05,100.60761383287443,3239945.8527523056,4380.247306205126,0.0013519507748822853,1.4264407834803664e-05,10,16,18,nan,nan,nan
4,256,2,final,2000,1190666,0.6002435088157654,81.25,0.5985102653503418,83.59375,2.6537629377148626,42.4602070034378,24.097464419937978,2088.1280148833894,2088.1280148833894,9.08048871942124,786.855519461532,0.0006608532699023336,7.626394571963288e-06,49.17846996634575,3159745.301997205,2088.1280148833894,0.0006608532699023336,7.626394571963287e-06,9,16,18,nan,nan,nan
