rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-6.937818676490031,6.937818676490031,6.937818676490031,0.009397540057813238
2,-5.090488918101934,5.090488918101934,12.028307594591965,0.016292801486859326
3,-4.647319193433087,4.647319193433087,16.675626788025053,0.02258777261801995
4,-4.235873549783858,4.235873549783858,20.91150033780891,0.028325424929230875
5,-4.002856270733308,4.002856270733308,24.914356608542217,0.03374744644693885
6,-3.7951830138693268,3.7951830138693268,28.709539622411544,0.03888816661600691
7,-3.665771510480714,3.665771510480714,32.37531113289226,0.04385359396700846
8,-3.6485167865561476,3.6485167865561476,36.02382791944841,0.04879564913622945
9,-3.590663996285041,3.590663996285041,39.614491915733446,0.05365934049408832
10,-3.5464892483355435,3.5464892483355435,43.160981164068986,0.058463195470692945
11,-3.544642815434196,3.544642815434196,46.70562397950318,0.06326454938349589
12,-3.3923897204404128,3.3923897204404128,50.09801369994359,0.0678596706710533
13,-3.355980559937309,3.355980559937309,53.4539942598809,0.07240547436179041
14,-3.315137973448442,3.315137973448442,56.769132233329344,0.0768959552110854
15,-3.211113375837459,3.211113375837459,59.9802456091668,0.08124553077463692
16,-3.130617116012454,3.130617116012454,63.11086272517925,0.08548607108352359
17,-2.8983488706694884,2.8983488706694884,66.00921159584874,0.089411995193638
18,-2.777734213252911,2.777734213252911,68.78694580910165,0.09317454214913282
19,-2.727306874931582,2.727306874931582,71.51425268403324,0.09686878335119399
20,-2.6704705247111855,2.6704705247111855,74.18472320874443,0.1004860375487164
