metric,threshold,tau
e_euc,0.5,0.09931123245345634
e_H,0.5,0.0734039544221199
e_pred,0.5,0.0734039544221199
e_U,0.5,0.03454303737511525
e_euc,0.1,0.43610584686083004
e_H,0.1,0.3540661330949313
e_pred,0.1,0.3497482534230419
e_U,0.1,0.138172149500461
e_euc,0.01,1.0276553619096787
e_H,0.01,0.9110726107686647
e_pred,0.01,0.9024368514248859
e_U,0.01,0.3540661330949313
