metric,threshold,tau
e_euc,0.5,0.06045031540645169
e_H,0.5,0.04317879671889406
e_pred,0.5,0.04317879671889406
e_U,0.5,0.02158939835944703
e_euc,0.1,0.254754900641475
e_H,0.1,0.21157610392258092
e_pred,0.1,0.21157610392258092
e_U,0.1,0.08203971376589872
e_euc,0.01,0.5829137557050699
e_H,0.01,0.5224634402986181
e_pred,0.01,0.5224634402986181
e_U,0.01,0.21157610392258092
